company_id,company_cik,company_composite_figi,company_market_locale,company_share_class_figi,company_asset_type,company_ticker,company_name
3212,0001136174,BBG000DPG4M9,us,BBG001SJTS39,stocks,OTRK,"Ontrak, Inc. Common Stock"
3213,0001466593,BBG000BQNM78,us,BBG001S5TYX3,stocks,OTTR,Otter Tail Corp
3214,0000894671,BBG000BW6NY2,us,BBG001S76K91,stocks,OVBC,Ohio Valley Banc Corp
3215,0001636651,BBG009F0TD76,us,BBG009F0TD85,stocks,OVID,Ovid Therapeutics Inc. Common Stock
3216,0001431567,BBG000G718L4,us,BBG001S8RKX9,stocks,OVLY,Oak Valley Bancorp
3217,0001584831,,us,,stocks,OXBR,Oxbridge Re Holdings Limited
3218,0001584831,,us,,stocks,OXBRW,Oxbridge Re Holdings Limited Warrant expiring 3/26/2029
3219,0001495222,BBG000R41XY0,us,BBG001T93HP8,stocks,OXLC,Oxford Lane Capital Corp.
3220,0001495222,,us,,stocks,OXLCI,Oxford Lane Capital Corp. 8.75% Notes due 2030
3221,0001495222,,us,,stocks,OXLCL,Oxford Lane Capital Corp. 6.75% Notes due 2031
3222,0001495222,,us,,stocks,OXLCN,Oxford Lane Capital Corp. 7.125% Series 2029 Term Preferred Stock
3223,0001495222,,us,,stocks,OXLCO,"Oxford Lane Capital Corp. Preferred Stock Shares, 6.00% Series 2029"
3224,0001495222,,us,,stocks,OXLCP,Oxford Lane Capital Corp. 6.25% Series 2027 Term Preferred Shares
3225,0001495222,,us,,stocks,OXLCZ,Oxford Lane Capital Corp. 5.00% Notes due 2027
3226,0001259429,BBG000BS21R1,us,BBG001SBTC31,stocks,OXSQ,Oxford Square Capital Corp.
3227,0001259429,,us,,stocks,OXSQG,Oxford Square Capital Corp. 5.50% Notes due 2028
3228,0001259429,,us,,stocks,OXSQZ,Oxford Square Capital Corp. 6.25% Notes due 2026
3229,,BBG01MVR4L96,us,BBG01MVR4M67,stocks,OZEM,Roundhill GLP-1 & Weight Loss ETF
3230,0001569650,BBG000QFJJW0,us,BBG001SMRQL8,stocks,OZK,Bank OZK
3231,0001569650,,us,,stocks,OZKAP,Bank OZK 4.625% Series A Non-Cumulative Perpetual Preferred Stock
3232,0001070423,BBG000BP63C5,us,BBG001S985K5,stocks,PAA,"Plains All American Pipeline, L.P. Common Units representing Limited Partner Interests"
3233,0001100663,BBG01L0P63N8,us,BBG01L0P64V7,stocks,PABD,iShares Paris-Aligned Climate MSCI World ex USA ETF
3234,0001100663,BBG014GHW072,us,BBG014GHW1B5,stocks,PABU,iShares Paris-Aligned Climate MSCI USA ETF
3235,0001299130,BBG000QKXH20,us,BBG001SS9G64,stocks,PACB,"Pacific Biosciences of California, Inc."
3236,0001581990,BBG000TBYFR3,us,BBG001SZV282,stocks,PAGP,"Plains GP Holdings, L.P. Class A Units representing Limited Partner Interests"
3237,0001069899,BBG000C31ZH2,us,BBG0069NW5X3,stocks,PAHC,Phibro Animal Health Corporation Class A
3238,0001998768,BBG01MDJW730,us,BBG01MDJW7Y6,stocks,PAL,"Proficient Auto Logistics, Inc. Common Stock"
3239,0001357459,BBG000QG4DJ2,us,BBG001SS4KZ8,stocks,PALI,"Palisade Bio, Inc. Common Stock"
3240,0001355839,BBG000DT81F4,us,BBG001SN5XW3,stocks,PALT,"Paltalk, Inc. Common Stock"
3241,0000798287,BBG000BRQJZ9,us,BBG001S5VGQ7,stocks,PAMT,PAMT CORP Common Stock
3242,0001606909,,us,,stocks,PANL,Pangaea Logistics Solutions Ltd.
3243,0001327567,BBG0014GJCT9,us,BBG001T9NWN5,stocks,PANW,"Palo Alto Networks, Inc. Common Stock"
3244,0000813828,BBG000C496P7,us,BBG001S6L063,stocks,PARA,Paramount Global Class B Common Stock
3245,0000813828,BBG000BWDFD4,us,BBG001S5X7L0,stocks,PARAA,Paramount Global Class A Common Stock
3246,0001787297,BBG00NBK4XF9,us,BBG00NBK4XG8,stocks,PASG,"Passage Bio, Inc. Common Stock"
3247,0000076605,BBG000BQSBB2,us,BBG001S5V0V6,stocks,PATK,Patrick Industries Inc
3248,0001616668,BBG01PSVP8D5,us,BBG01PSVP9J7,stocks,PATN,Pacer Nasdaq International Patent Leaders ETF
3249,0001624326,BBG00DGWP2L8,us,BBG00DGWP3H1,stocks,PAVM,PAVmed Inc. Common Stock
3250,0001624326,BBG00KK072F4,us,,stocks,PAVMZ,PAVmed Inc. Series Z Warrant
3251,0001751876,,us,,stocks,PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares
3252,0001825570,,us,,stocks,PAX,Patria Investments Limited Class A Common Shares
3253,0001845815,BBG00Z5JLLB3,us,BBG00Z5JLLD1,stocks,PAYO,Payoneer Global Inc. Common Stock
3254,0001496443,BBG000BR52Q9,us,BBG001S9Q7Q5,stocks,PAYS,"Paysign, Inc. Common Stock"
3255,0000723531,BBG000BQSQ38,us,BBG001S5V135,stocks,PAYX,Paychex Inc
3256,0001849670,BBG00ZMZ40S5,us,BBG00ZMZ41M9,stocks,PBBK,"PB Bankshares, Inc. Common Stock"
3257,0001769663,BBG00PFB4RR0,us,BBG00PFB4RS9,stocks,PBFS,"Pioneer Bancorp, Inc. Common Stock"
3258,0001609065,BBG000FTTNV3,us,BBG001S8N5K0,stocks,PBHC,Pathfinder Bancorp Inc
3259,0001985062,BBG01L71H227,us,BBG01L71H3Y0,stocks,PBM,Psyence Biomedical Ltd. Common Shares
3260,0001985062,BBG01L716WY8,us,,stocks,PBMWW,Psyence Biomedical Ltd. Warrant
3261,0001195734,BBG0026ZGB09,us,BBG0026ZGB18,stocks,PBPB,Potbelly Corporation Common Stock
3262,0001401667,BBG0018YXYX7,us,BBG001TFZB81,stocks,PBYI,PUMA BIOTECHNOLOGY INC
3263,0001998056,,us,,stocks,PC,Premium Catering (Holdings) Limited Ordinary Shares
3264,0000075362,BBG000BQVTF5,us,BBG001S5V1S8,stocks,PCAR,Paccar Inc
3265,0001423869,BBG000CWSXR3,us,BBG001SFV1J6,stocks,PCB,PCB Bancorp Common Stock
3266,0001338749,BBG000BQX2N3,us,BBG001S5V215,stocks,PCH,PotlatchDeltic Corporation Common Stock
3267,0001396814,BBG0018FQNS6,us,BBG001S77N12,stocks,PCRX,"Pacira BioSciences, Inc. Common Stock"
3268,0001533743,BBG003MN5ZP8,us,BBG003MN60F5,stocks,PCSA,"Processa Pharmaceuticals, Inc. Common"
3269,0002017526,,us,,stocks,PCSC,Perceptive Capital Solutions Corp Class A Ordinary Shares
3270,0001830033,BBG00YRJF1V1,us,BBG00YRJF230,stocks,PCT,"PureCycle Technologies, Inc. Common stock"
3271,0001830033,BBG00ZNTN9W3,us,BBG00ZNTNBQ5,stocks,PCTTU,"PureCycle Technologies, Inc. Unit"
3272,0001830033,BBG00Z4B9762,us,,stocks,PCTTW,"PureCycle Technologies, Inc. Warrant"
3273,0001591698,BBG006598YS8,us,BBG006598YZ0,stocks,PCTY,Paylocity Holding Corporation Common Stock
3274,0001649094,BBG009PHHPL8,us,BBG009PHHPP4,stocks,PCVX,"Vaxcyte, Inc. Common Stock"
3275,0000276720,BBG000BLDVM3,us,BBG001S8LKD7,stocks,PCYO,Pure Cycle Corporation
3276,0001595386,BBG0196RJQS5,us,BBG0196RJS01,stocks,PDBA,Invesco Agriculture Commodity Strategy No K-1 ETF
3277,0001595386,BBG007HL81C5,us,BBG007HL81B6,stocks,PDBC,Invesco Actively Managed Exch-Traded Commodity Fd Tr Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF
3278,0000891024,BBG000BQY289,us,BBG001S5V2S6,stocks,PDCO,"Patterson Companies, Inc."
3279,0001737806,BBG00LBLDDR2,us,BBG00LBLDFH8,stocks,PDD,PDD Holdings Inc. American Depositary Shares
3280,0000788920,BBG000C30865,us,BBG001S6F1W9,stocks,PDEX,Pro-Dex Inc New
3281,0001120914,BBG000CYCKR4,us,BBG001SFSR85,stocks,PDFS,PDF Solutions Inc
3282,0001874071,BBG014XDMDV8,us,BBG014XDMDW7,stocks,PDLB,"Ponce Financial Group, Inc. Common Stock"
3283,0001547580,BBG000BVPJT8,us,BBG001SJ09N0,stocks,PDP,Invesco Exchange-Traded Fund Trust Invesco Dorsey Wright Momentum ETF
3284,0001472091,BBG004NCDK82,us,BBG004NCDKL7,stocks,PDSB,PDS Biotechnology Corporation Common Stock
3285,0001826681,BBG00YMWMLR0,us,BBG00YMWMLS9,stocks,PDYN,Palladyne AI Corp. Common Stock
3286,0001826681,BBG00YMYFRK8,us,,stocks,PDYNW,Palladyne AI Corp Warrants
3287,0001093672,BBG000BQZ7C2,us,BBG001S5V377,stocks,PEBK,Peoples Bancorp of North Carol
3288,0000318300,BBG000BDPPR6,us,BBG001S77C89,stocks,PEBO,Peoples Bancorp Inc/OH
3289,0001476204,BBG011RJSSB1,us,BBG011RJST56,stocks,PECO,"Phillips Edison & Company, Inc. Common Stock"
3290,0001013857,BBG000H1RYG7,us,BBG001S93CK5,stocks,PEGA,Pegasystems Inc
3291,0001616533,,us,,stocks,PENG,"Penguin Solutions, Inc. Ordinary Shares"
3292,0000921738,BBG000CDZLV8,us,BBG001S80PY6,stocks,PENN,"PENN Entertainment, Inc. Common Stock"
3293,0000077476,BBG000DH7JK6,us,BBG001S695T1,stocks,PEP,"PepsiCo, Inc."
3294,0001835597,BBG012232618,us,BBG012232627,stocks,PEPG,PepGen Inc. Common Stock
3295,,BBG01Q78X679,us,BBG01Q78X768,stocks,PEPS,Parametric Equity Plus ETF
3296,0001338940,,us,,stocks,PERI,Perion Network Ltd.
3297,0000891532,BBG000BGRMX7,us,BBG001S75KJ1,stocks,PESI,"Perma-Fix Environmental Services, Inc."
3298,0001842356,BBG00ZSDWKS3,us,BBG00ZSDWKT2,stocks,PET,Wag! Group Co. Common Stock
3299,0001040130,BBG000BDYQR4,us,BBG001S6TKF1,stocks,PETS,"PetMed Express, Inc."
3300,0001842356,BBG00ZXX3HL9,us,,stocks,PETWW,Wag! Group Co Warrant
3301,0001684425,,us,,stocks,PETZ,"TDH Holdings, Inc. Common Shares"
3302,0001879848,BBG013T7TYQ1,us,BBG013T7TZT5,stocks,PEV,Phoenix Motor Inc. Common Stock
3303,0001547580,BBG000QLLTP0,us,BBG001SN3Z78,stocks,PEY,Invesco High Yield Equity Dividend Achievers ETF
3304,0001209466,BBG000BG92W2,us,BBG001SB09S2,stocks,PEZ,Invesco Exchange-Traded Fund Trust Invesco Dorsey Wright Consumer Cyclicals Momentum ETF
3305,0001492165,BBG000BRF6K5,us,BBG001S9SFK1,stocks,PFBC,Preferred Bank
3306,0000946647,BBG000BHZ4J2,us,BBG001S7DV08,stocks,PFC,Premier Financial Corp. Common Stock
3307,0001100663,BBG000G7K7Q0,us,BBG001SNVWC8,stocks,PFF,iShares Trust iShares Preferred and Income Securities ETF
3308,0001126328,BBG000NSCNT7,us,BBG001SD3148,stocks,PFG,"Principal Financial Group, Inc."
3309,0001209466,BBG000Q225V8,us,BBG001SRNBL4,stocks,PFI,Invesco Exchange-Traded Fund Trust Invesco Dorsey Wright Financial Momentum ETF
3310,0001289636,BBG000QMLFJ5,us,BBG001SSCTQ0,stocks,PFIE,"Profire Energy, Inc"
3311,0001056943,BBG000BPBR63,us,BBG001S9KST2,stocks,PFIS,Peoples Financial Services Corp.
3312,0001547580,BBG000BBPKX4,us,BBG001S69B36,stocks,PFM,Invesco Dividend Achievers ETF
3313,0001550695,BBG002PRR9L6,us,BBG002PRR9M5,stocks,PFMT,Performant Financial Corporation
3314,0001853580,,us,,stocks,PFTA,Perception Capital Corp. III Class A Ordinary Share
3315,0001853580,,us,,stocks,PFTAU,Perception Capital Corp. III Unit
3316,0001853580,,us,,stocks,PFTAW,Perception Capital Corp. III Warrant
3317,0001490349,BBG000QVJ332,us,BBG001T8MVQ7,stocks,PFX,PhenixFIN Corporation Common Stock
3318,0001490349,,us,,stocks,PFXNZ,PhenixFIN Corporation 5.25% Notes due 2028
3319,0001050743,BBG000MMCGW2,us,BBG001SG3CC8,stocks,PGC,Peapack-Gladstone Financial Corp
3320,0001356090,BBG000QL8VH9,us,BBG001SSB3T5,stocks,PGEN,"Precigen, Inc. Common Stock"
3321,0001966678,,us,,stocks,PGHL,Primega Group Holdings Limited Ordinary Shares
3322,0001547580,BBG000QLLDV8,us,BBG001SN3Z50,stocks,PGJ,Invesco Golden Dragon China ETF
3323,0001551306,BBG002H1K1H1,us,BBG002H1K1K7,stocks,PGNY,"Progyny, Inc. Common Stock"
3324,0001883085,,us,,stocks,PGY,Pagaya Technologies Ltd. Class A Ordinary Shares
3325,0001883085,,us,,stocks,PGYWW,Pagaya Technologies Ltd. Warrants
3326,0001828316,BBG00YN70VB3,us,BBG00YN70W58,stocks,PHAR,"Pharming Group N.V. ADS, each representing 10 ordinary shares"
3327,0001783183,BBG00P5B2S19,us,BBG00P5B2S73,stocks,PHAT,"Phathom Pharmaceuticals, Inc. Common Stock"
3328,0001533040,BBG0024FKD97,us,BBG0024FKDB4,stocks,PHIO,Phio Pharmaceuticals Corp. Common Stock
3329,0001547580,BBG000K5HLS0,us,BBG001SPPQG9,stocks,PHO,Invesco Water Resources ETF
3330,0001665300,BBG00DL9GZJ3,us,BBG00DL9GZK1,stocks,PHUN,"Phunware, Inc. Common Stock"
3331,0001830487,,us,,stocks,PHVS,Pharvaris N.V. Ordinary Shares
3332,0001114995,BBG000GRK2Z7,us,BBG001T313Q3,stocks,PI,"Impinj, Inc. Common Stock"
3333,0001547580,BBG000C5R264,us,BBG001SLKDX3,stocks,PID,Invesco International Dividend Achievers ETF
3334,0000914208,BBG000P0NDV3,us,BBG001SQTTP7,stocks,PIE,Invesco Exchange-Traded Fund Trust II Invesco Dorsey Wright Emerging Markets Momentum ETF
3335,0001832511,BBG00YVGXT32,us,BBG00YVGXT50,stocks,PIII,P3 Health Partners Inc. Common Stock
3336,0001832511,BBG00Z19LPM8,us,,stocks,PIIIW,P3 Health Partners Inc. Warrant
3337,0001861522,BBG012VJLHM3,us,BBG012VJLJG6,stocks,PIK,Kidpik Corp. Common Stock
3338,0001577916,BBG000G7QX50,us,BBG001SJLD58,stocks,PINC,"Premier, Inc. Class A"
3339,0000914208,BBG000QJXJP4,us,BBG001SS86M9,stocks,PIO,Invesco Global Water ETF
3340,0001583648,BBG0055C3N57,us,BBG0055C3N66,stocks,PIRS,PIERIS PHARMACEUTICALS INC
3341,0001995194,,us,,stocks,PITA,Heramba Electric plc Ordinary Shares
3342,0001995194,,us,,stocks,PITAW,Heramba Electric plc Warrants
3343,0000914208,BBG000P0MST4,us,BBG001SQTTF8,stocks,PIZ,Invesco Exchange-Traded Fund Trust II Invesco Dorsey Wright Developed Markets Momentum ETF
3344,0001315399,BBG000C3LQ53,us,BBG001SDV7X2,stocks,PKBK,Parke Bancorp Inc.
3345,0000076282,BBG000BR8QF5,us,BBG001S5V778,stocks,PKOH,Park-Ohio Holdings Corp
3346,0001547580,BBG000QGXYL1,us,BBG001SS5KV1,stocks,PKW,Invesco BuyBack Achievers ETF
3347,0000810136,BBG000BR9JS6,us,BBG001S5V7C2,stocks,PLAB,Photronics Inc
3348,0001849737,,us,,stocks,PLAO,Patria Latin American Opportunity Acquisition Corp. Class A Ordinary Shares
3349,0001525769,BBG001WWJTK5,us,BBG001WWJTL4,stocks,PLAY,"Dave & Buster's Entertainment, Inc."
3350,0001168455,BBG000C14JY0,us,BBG001SKRCW1,stocks,PLBC,Plumas Bancorp
3351,0001803914,BBG00TYN9Y68,us,BBG00TYN9Y77,stocks,PLBY,"PLBY Group, Inc. Common Stock"
3352,0001041859,BBG000JK9DK4,us,BBG001SB8708,stocks,PLCE,"Children's Place, Inc."
3353,0001728205,BBG00YJ7NBQ1,us,BBG00YJ7ND87,stocks,PLL,Piedmont Lithium Inc. Common Stock
3354,0001845550,,us,,stocks,PLMJ,Plum Acquisition Corp. III Class A Ordinary Shares
3355,0001845550,,us,,stocks,PLMJU,Plum Acquisition Corp. III Unit
3356,0001845550,,us,,stocks,PLMJW,Plum Acquisition Corp. III Warrant
3357,0001761312,BBG00NLMRY30,us,BBG00NLMRYV9,stocks,PLMR,"Palomar Holdings, Inc. Common stock"
3358,0000080035,BBG000M68PH9,us,BBG001SFKCZ6,stocks,PLPC,Preformed Line Products Co
3359,0001746473,BBG00C8083N4,us,BBG00C8083P2,stocks,PLRX,"Pliant Therapeutics, Inc. Common Stock"
3360,0001893645,,us,,stocks,PLRZ,Polyrizon Ltd. Ordinary Shares
3361,0001625101,BBG00BRBHVD0,us,BBG00BRBHVG7,stocks,PLSE,"Pulse Biosciences, Inc Common Stock (DE)"
3362,0001828016,BBG00QQ8C789,us,BBG00QQ8C798,stocks,PLTK,Playtika Holding Corp. Common Stock
3363,0001321655,BBG000N7QR55,us,BBG001T53796,stocks,PLTR,Palantir Technologies Inc. Class A Common Stock
3364,0001093691,BBG000C1XSP8,us,BBG001S6GJB2,stocks,PLUG,Plug Power Inc.
3365,0001158780,BBG000DQX509,us,BBG001S8QJB7,stocks,PLUR,Pluri Inc. Common Stock
3366,0001022408,BBG000HN7W02,us,BBG001S99YL0,stocks,PLUS,ePlus Inc
3367,0000785786,BBG000BRBX66,us,BBG001S5V812,stocks,PLXS,Plexus Corp
3368,0001692412,,us,,stocks,PLYA,Playa Hotels & Resorts N.V. Ordinary Shares
3369,0002012096,,us,,stocks,PMAX,Powell Max Limited Class A Ordinary Shares
3370,0001450011,BBG01PV6NNY2,us,BBG01PV6NS44,stocks,PMBS,PIMCO Mortgage-Backed Securities Active Exchange-Traded Fund
3371,0001157075,BBG000BBVY94,us,BBG001S69496,stocks,PMCB,"PharmaCyte Biotech, Inc. Common Stock"
3372,0000806517,BBG000DL6MG6,us,BBG001S88CR5,stocks,PMD,Psychemedics Corporation
3373,0001891944,,us,,stocks,PMEC,Primech Holdings Ltd. Ordinary Shares
3374,0001374339,BBG000R0MF47,us,BBG001SMDG62,stocks,PMN,ProMIS Neurosciences Inc. Common Shares (ON)
3375,0001641614,BBG009Q3VCT3,us,BBG009Q3VCS4,stocks,PMTS,CPI Card Group Inc. Common Stock
3376,0001699382,BBG007NM47G3,us,BBG007NM4862,stocks,PMVP,"PMV Pharmaceuticals, Inc"
3377,0001098146,BBG000BL0V38,us,BBG001S88KW1,stocks,PNBK,Patriot National Bancorp Inc
3378,0001115055,BBG000C1XKF6,us,BBG001SF5953,stocks,PNFP,Pinnacle Financial Partners In
3379,0001115055,,us,,stocks,PNFPP,"Pinnacle Financial Partners, Inc. Depositary shares of Pinnacle Financial Partners, Inc., each representing a 1/40th Interest in a share of its 6.75% Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series B"
3380,0001547580,BBG000DDK8Y9,us,BBG001T10BD4,stocks,PNQI,Invesco NASDAQ Internet ETF
3381,0000056868,BBG000C4BZQ9,us,BBG001S6L6S6,stocks,PNRG,PrimeEnergy Resources Corporation Common Stock
3382,0001766400,BBG00P33SY72,us,BBG00P33SZ15,stocks,PNTG,"The Pennant Group, Inc. Common Stock"
3383,0001446159,BBG000PVXTF7,us,BBG001T619N6,stocks,POAI,Predictive Oncology Inc. Common Stock
3384,0000867840,BBG000BRFNH2,us,BBG001S5VB60,stocks,POCI,"Precision Optics Corporation, Inc. Common Stock"
3385,0001940177,BBG00TR4Y1M4,us,BBG00TR4Y1N3,stocks,PODC,"PodcastOne, Inc. Common Stock"
3386,0001145197,BBG000R7XX87,us,BBG001SRF439,stocks,PODD,Insulet Corporation
3387,0001437424,BBG000H85B03,us,BBG001STSZP8,stocks,POET,POET Technologies Inc. Common Shares
3388,0001622345,BBG00BN3PRL3,us,BBG00BN3PRK4,stocks,POLA,"Polar Power, Inc. Common Stock"
3389,0002025341,,us,,stocks,POLE,Andretti Acquisition Corp. II Class A Ordinary Shares
3390,0002025341,,us,,stocks,POLEU,Andretti Acquisition Corp. II Unit
3391,0002025341,,us,,stocks,POLEW,Andretti Acquisition Corp. II Warrant
3392,0001969302,BBG01QDDKJ40,us,BBG01QDDKKH3,stocks,PONY,Pony AI Inc. American Depositary Shares
3393,0000945841,BBG000BCVG28,us,BBG001S5VBK4,stocks,POOL,Pool Corporation
3394,0000833640,BBG000BTT3D1,us,BBG001S73RW3,stocks,POWI,Power Integrations Inc
3395,0000080420,BBG000BRGWN4,us,BBG001S5VBT5,stocks,POWL,Powell Industries Inc
3396,0001015383,BBG000BYZD23,us,BBG001SB6XN8,stocks,POWW,"AMMO, Inc. Common Stock"
3397,0001015383,,us,,stocks,POWWP,"AMMO, Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Stock"
3398,0001028918,BBG000BNS256,us,BBG001S9JFG6,stocks,PPBI,Pacific Premier Bancorp Inc
3399,0001614744,BBG00B3L3T17,us,BBG00B3L3T26,stocks,PPBT,Purple Biotech Ltd. American Depositary Shares
3400,0000802481,BBG000BFLXV3,us,BBG001S5PSN1,stocks,PPC,Pilgrims Pride Corporation
3401,0001137360,BBG000BCKT22,us,BBG001S73GG5,stocks,PPH,VanEck Pharmaceutical ETF
3402,,BBG0149PN8N7,us,BBG0149PN9S0,stocks,PPI,AXS Astoria Real Assets ETF
3403,0000914122,BBG000C2YNT2,us,BBG001S6F0X0,stocks,PPIH,"Perma-Pipe International Holdings, Inc."
3404,0001449792,BBG000CBVB20,us,BBG001SZV745,stocks,PPSI,"Pioneer Power Solutions, Inc."
3405,0001526243,BBG0024TXN82,us,BBG001V1HWW6,stocks,PPTA,Perpetua Resources Corp. Common Shares
3406,0001894057,BBG01517T2N9,us,BBG01517T2P7,stocks,PPYA,Papaya Growth Opportunity Corp. I Class A Common Stock
3407,0001894057,BBG013RJJ590,us,BBG013RJJ661,stocks,PPYAU,Papaya Growth Opportunity Corp. I Unit
3408,0001894057,BBG015RGK795,us,,stocks,PPYAW,Papaya Growth Opportunity Corp. I Warrant
3409,0001185348,BBG000BNTW77,us,BBG001SB1G41,stocks,PRAA,"PRA Group, Inc."
3410,0001689548,BBG00W9LF2G5,us,BBG00W9LF2H4,stocks,PRAX,"Praxis Precision Medicines, Inc. Common Stock"
3411,0001784535,BBG00QYZND30,us,BBG00QYZND49,stocks,PRCH,"Porch Group, Inc. Common Stock"
3412,0001588978,BBG009KD84H4,us,BBG009KD84J2,stocks,PRCT,PROCEPT BioRobotics Corporation Common Stock
3413,0001046568,BBG000BDCQ25,us,BBG001S6M491,stocks,PRDO,Perdoceo Education Corporation
3414,0001876431,,us,,stocks,PRE,Prenetics Global Limited Class A Ordinary Share
3415,0001876431,,us,,stocks,PRENW,Prenetics Global Limited Warrant
3416,0001801834,,us,,stocks,PRFX,PainReform Ltd. Ordinary Shares
3417,0001209466,BBG000KHNPR9,us,BBG001SPSDJ2,stocks,PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF
3418,0000876167,BBG000C4QP94,us,BBG001S6MCY5,stocks,PRGS,Progress Software Corp (DE)
3419,0001678660,BBG00K7JY2Q6,us,BBG00K7JY2R5,stocks,PRLD,Prelude Therapeutics Incorporated
3420,0001856161,,us,,stocks,PRLH,Pearl Holdings Acquisition Corp Class A Ordinary Shares
3421,0001856161,,us,,stocks,PRLHU,Pearl Holdings Acquisition Corp Unit
3422,0001856161,,us,,stocks,PRLHW,Pearl Holdings Acquisition Corp Warrant
3423,0001894562,BBG011RT3R55,us,BBG011RT3R64,stocks,PRME,"Prime Medicine, Inc. Common Stock"
3424,0001547580,BBG000Q27TY8,us,BBG001SRNLL2,stocks,PRN,Invesco Exchange-Traded Fund Trust Invesco Dorsey Wright Industrials Momentum ETF
3425,0001863362,,us,,stocks,PROC,"Procaps Group, S.A. Ordinary Shares"
3426,0001863362,,us,,stocks,PROCW,"Procaps Group, S.A. Warrants"
3427,0001628808,BBG00CXJY8L7,us,BBG0076T0BS9,stocks,PROF,Profound Medical Corp. Common Stock
3428,0001850270,,us,,stocks,PROK,ProKidney Corp. Class A Ordinary Shares
3429,0001162896,BBG000KLG7V3,us,BBG001T2Y6H2,stocks,PROP,Prairie Operating Co. Common Stock
3430,0001010470,BBG000GSFXM7,us,BBG001S90X04,stocks,PROV,Provident Financial Hldgs
3431,0000868278,BBG000F5PGF2,us,BBG001S9HYF8,stocks,PRPH,"ProPhase Labs, Inc. Common Stock (DE)"
3432,0001643953,BBG009S7FWY0,us,BBG009S7FXN0,stocks,PRPL,"Purple Innovation, Inc. Common Stock"
3433,0001043961,BBG000C0C3X9,us,BBG001SF2K06,stocks,PRPO,"Precipio, Inc. Common Stock"
3434,0001612940,,us,,stocks,PRQR,ProQR Therapeutics N.V. Ordinary Shares
3435,0000890394,BBG000BC8VG6,us,BBG001S6T4L0,stocks,PRSO,"Peraso, Inc. Common Stock"
3436,0001559053,,us,,stocks,PRTA,Prothena Corporation plc Ordinary Shares
3437,0001782999,BBG00Y6FM4S2,us,BBG00Y6FM5N4,stocks,PRTC,PureTech Health plc American Depositary Shares
3438,0001095435,,us,,stocks,PRTG,Portage Biotech Inc. Common Stock
3439,0001653558,BBG00DSNH1Z1,us,BBG00DSNH2C4,stocks,PRTH,"Priority Technology Holdings, Inc."
3440,0001378950,BBG000N26V95,us,BBG001SMNR49,stocks,PRTS,"CarParts.com, Inc. Common Stock"
3441,0001759655,BBG00ZXYXVP9,us,BBG00ZXYXWJ4,stocks,PRVA,"Privia Health Group, Inc. Common Stock"
3442,0001916241,,us,,stocks,PRZO,ParaZero Technologies Ltd. Ordinary Shares
3443,0001572661,BBG00DSQ66C0,us,BBG00DSQ66F7,stocks,PSC,Principal Exchange-Traded Funds Principal U.S. Small-Cap ETF
3444,0000914208,BBG000QM6D07,us,BBG001T7V3B7,stocks,PSCC,Invesco S&P SmallCap Consumer Staples ETF
3445,0000914208,BBG000QM5ZT8,us,BBG001T7V381,stocks,PSCD,Invesco S&P SmallCap Consumer Discretionary ETF
3446,0000914208,BBG000QM6Q44,us,BBG001T7V3C6,stocks,PSCE,Invesco S&P SmallCap Energy ETF
3447,0000914208,BBG000QM6ZZ0,us,BBG001T7V3D5,stocks,PSCF,Invesco S&P SmallCap Financials ETF
3448,0000914208,BBG000QM7C26,us,BBG001T7V3G2,stocks,PSCH,Invesco S&P SmallCap Health Care ETF
3449,0000914208,BBG000QM7NH6,us,BBG001T7V3H1,stocks,PSCI,Invesco S&P SmallCap Industrials ETF
3450,0000914208,BBG000QM8780,us,BBG001T7V3K7,stocks,PSCM,Invesco S&P SmallCap Materials ETF
3451,0000914208,BBG000QM7X20,us,BBG001T7V3J9,stocks,PSCT,Invesco S&P SmallCap Information Technology ETF
3452,0000914208,BBG000QM8KJ9,us,BBG001T7V3L6,stocks,PSCU,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap Utilities & Communication Services ETF
3453,0001287032,BBG000Q3RGN4,us,BBG001SM4WF7,stocks,PSEC,Prospect Capital Corporation
3454,0001572661,BBG00CGY1GM0,us,BBG00CGY1GN9,stocks,PSET,Principal Exchange-Traded Funds Principal Quality ETF
3455,0001481241,,us,,stocks,PSHG,Performance Shipping Inc. Common Shares
3456,0001997201,,us,,stocks,PSIG,PS International Group Ltd. Ordinary Shares
3457,0001547580,BBG000Q1Q3P6,us,BBG001SRMY80,stocks,PSL,Invesco Exchange-Traded Fund Trust Invesco Dorsey Wright Consumer Staples Momentum ETF
3458,0001041803,BBG000BTKR92,us,BBG001SB78V3,stocks,PSMT,Pricesmart Inc
3459,0001527753,BBG0027NWBR8,us,BBG0027NWBS7,stocks,PSNL,"Personalis, Inc. Common Stock"
3460,0001884082,BBG0147QHGX5,us,BBG0147QHH45,stocks,PSNY,"Gores Guggenheim, Inc. Class A Common Stock"
3461,0001884082,BBG017H4W5K7,us,,stocks,PSNYW,Polestar Automotive Holding UK PLC Class C-1 ADS (ADW)
